"date","reproduction_rate","metric","mobility_change_from_baseline"
"2020-07-17",1.33,"4",6
"2020-07-17",1.33,"5",-6
"2020-07-17",1.33,"6",384
"2020-07-17",1.33,"1",-19
"2020-07-17",1.33,"2",-52
"2020-07-17",1.33,"3",4
"2020-07-18",1.33,"4",-1
"2020-07-18",1.33,"5",-3
"2020-07-18",1.33,"6",302
"2020-07-18",1.33,"1",8
"2020-07-18",1.33,"2",-4
"2020-07-18",1.33,"3",-5
"2020-07-19",1.33,"4",12
"2020-07-19",1.33,"5",-3
"2020-07-19",1.33,"6",236
"2020-07-19",1.33,"1",-5
"2020-07-19",1.33,"2",-6
"2020-07-19",1.33,"3",-3
"2020-07-20",1.35,"4",32
"2020-07-20",1.35,"5",9
"2020-07-20",1.35,"6",370
"2020-07-20",1.35,"1",-18
"2020-07-20",1.35,"2",-56
